input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\E\Jalan1.csv,4712,4078,134,44,0.6366286181544303,0.0,E,1
E:\0.TA_Teguh\dataset3\E\Jalan2.csv,7331,6524,125,30,0.7165418527001468,0.0,E,2
E:\0.TA_Teguh\dataset3\E\Jalan3.csv,6059,5356,123,31,0.7058384042267785,0.0,E,3
E:\0.TA_Teguh\dataset3\E\Jalan4.csv,1372,855,109,65,0.3781403624500905,0.0,E,4
E:\0.TA_Teguh\dataset3\E\Jalan5.csv,2384,1429,119,67,0.4192820684065012,0.0,E,5
E:\0.TA_Teguh\dataset3\E\Jalan6.csv,3757,2338,117,48,0.5559886445556583,0.0,E,6
E:\0.TA_Teguh\dataset3\E\Jalan7.csv,5054,4022,117,39,0.6258371135922506,0.0,E,7
E:\0.TA_Teguh\dataset3\E\Jalan8.csv,3883,3575,103,24,0.7214961092571919,0.0,E,8
E:\0.TA_Teguh\dataset3\E\Jalan9.csv,8688,4263,142,66,0.5018169228414039,0.0,E,9
E:\0.TA_Teguh\dataset3\E\Jalan10.csv,4247,3749,120,40,0.6259956005067643,0.0,E,10
E:\0.TA_Teguh\dataset3\E\Jalan11.csv,4183,3363,123,49,0.5640083951337462,0.0,E,11
E:\0.TA_Teguh\dataset3\E\Jalan12.csv,4737,4244,105,20,0.7561812924517,0.0,E,12
E:\0.TA_Teguh\dataset3\E\Jalan13.csv,5841,5048,126,35,0.6839872294061808,0.0,E,13
E:\0.TA_Teguh\dataset3\E\Jalan14.csv,4027,3512,124,45,0.5987109668867322,0.0,E,14
E:\0.TA_Teguh\dataset3\E\Jalan15.csv,9093,7334,323,119,0.5960635478832065,0.0,E,15
E:\0.TA_Teguh\dataset3\E\Jalan16.csv,10169,9245,269,62,0.7275072612393819,0.0,E,16
E:\0.TA_Teguh\dataset3\E\Jalan17.csv,11378,10558,253,32,0.8238711557476255,0.0,E,17
E:\0.TA_Teguh\dataset3\E\Jalan18.csv,10119,9446,171,9,0.8856636361357593,0.0,E,18
E:\0.TA_Teguh\dataset3\E\Jalan19.csv,9508,7915,269,63,0.7235391502967718,0.0,E,19
E:\0.TA_Teguh\dataset3\E\Jalan20.csv,10107,9316,234,35,0.8041929501551928,0.0,E,20
E:\0.TA_Teguh\dataset3\E\Jalan21.csv,8889,8224,204,27,0.8159576510487132,0.0,E,21
E:\0.TA_Teguh\dataset3\E\Jalan22.csv,10470,9884,161,5,0.9172046832025904,0.0,E,22
E:\0.TA_Teguh\dataset3\E\Jalan23.csv,15683,13777,452,108,0.7165452209708184,0.0,E,23
E:\0.TA_Teguh\dataset3\E\Jalan24.csv,21102,19123,429,61,0.8133543340280605,0.0,E,24
E:\0.TA_Teguh\dataset3\E\Jalan25.csv,2447,2048,74,16,0.7443495165758247,0.0,E,25
E:\0.TA_Teguh\dataset3\E\Jalan26.csv,5112,4616,85,9,0.8373011659225356,0.0,E,26
E:\0.TA_Teguh\dataset3\E\Jalan27.csv,5642,4825,98,28,0.6780596477834139,0.0,E,27
E:\0.TA_Teguh\dataset3\E\Jalan28.csv,895,517,83,54,0.3278409163152303,0.0,E,28
E:\0.TA_Teguh\dataset3\E\Jalan29.csv,2059,1376,82,37,0.5163864144218255,0.0,E,29
E:\0.TA_Teguh\dataset3\E\Jalan30.csv,3528,2550,93,33,0.6018946769621221,0.0,E,30
E:\0.TA_Teguh\dataset3\E\Jalan31.csv,4788,4018,86,14,0.7862300156446616,0.0,E,31
E:\0.TA_Teguh\dataset3\E\Jalan32.csv,2600,2382,74,18,0.7152064312489965,0.0,E,32
E:\0.TA_Teguh\dataset3\E\Jalan33.csv,4236,3230,97,36,0.5931411590696349,0.0,E,33
E:\0.TA_Teguh\dataset3\E\Jalan34.csv,3387,2785,100,39,0.5731840289995124,0.0,E,34
E:\0.TA_Teguh\dataset3\E\Jalan35.csv,3591,3230,88,22,0.7095078470278778,0.0,E,35
E:\0.TA_Teguh\dataset3\E\Jalan36.csv,3475,3154,80,11,0.8057018761028326,0.0,E,36
E:\0.TA_Teguh\dataset3\E\Jalan37.csv,4071,3658,100,24,0.715924079342185,0.0,E,37
E:\0.TA_Teguh\dataset3\E\Jalan38.csv,3147,2776,92,30,0.6365349361673185,0.0,E,38
E:\0.TA_Teguh\dataset3\E\Jalan39.csv,7246,5737,231,80,0.6159361593473315,0.0,E,39
E:\0.TA_Teguh\dataset3\E\Jalan40.csv,7642,6937,180,35,0.7568032256391438,0.0,E,40
E:\0.TA_Teguh\dataset3\E\Jalan41.csv,9452,8827,167,6,0.9051956425311981,0.0,E,41
E:\0.TA_Teguh\dataset3\E\Jalan42.csv,10043,9527,143,3,0.9290916751404793,0.0,E,42
E:\0.TA_Teguh\dataset3\E\Jalan43.csv,8037,6321,210,47,0.7317439358003636,0.0,E,43
E:\0.TA_Teguh\dataset3\E\Jalan44.csv,9409,8667,187,6,0.9160134585077405,0.0,E,44
E:\0.TA_Teguh\dataset3\E\Jalan45.csv,8538,7963,147,3,0.9179416940054851,0.0,E,45
E:\0.TA_Teguh\dataset3\E\Jalan46.csv,8921,8421,122,1,0.9346902135731753,0.0,E,46
E:\0.TA_Teguh\dataset3\E\Jalan47.csv,13840,12286,345,62,0.7690288334601557,0.0,E,47
E:\0.TA_Teguh\dataset3\E\Jalan48.csv,15873,14539,351,56,0.7927932381909605,0.0,E,48
E:\0.TA_Teguh\dataset3\E\Jalan49.csv,4519,4059,114,16,0.8194741175810227,0.0,E,49
E:\0.TA_Teguh\dataset3\E\Jalan50.csv,6569,5938,120,29,0.7140147530719309,0.0,E,50
E:\0.TA_Teguh\dataset3\E\Jalan51.csv,7914,7196,148,23,0.8013631611088582,0.0,E,51
E:\0.TA_Teguh\dataset3\E\Jalan52.csv,1799,1316,125,61,0.4817637264895619,0.0,E,52
E:\0.TA_Teguh\dataset3\E\Jalan53.csv,4042,2524,163,78,0.4918019156833519,0.0,E,53
E:\0.TA_Teguh\dataset3\E\Jalan54.csv,4881,3604,158,64,0.5597449429785671,0.0,E,54
E:\0.TA_Teguh\dataset3\E\Jalan55.csv,8199,6732,158,34,0.737165576874786,0.0,E,55
E:\0.TA_Teguh\dataset3\E\Jalan56.csv,5847,5282,132,26,0.7585039725552435,0.0,E,56
