input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\G\Jalan1.csv,4709,4421,100,8,0.8753442881799578,0.0,G,1
E:\0.TA_Teguh\dataset3\G\Jalan2.csv,7398,6821,113,14,0.830190037041271,0.0,G,2
E:\0.TA_Teguh\dataset3\G\Jalan3.csv,5237,4808,108,22,0.7522371712197966,0.0,G,3
E:\0.TA_Teguh\dataset3\G\Jalan4.csv,769,174,105,90,0.13293602693602694,0.0,G,4
E:\0.TA_Teguh\dataset3\G\Jalan5.csv,1819,1271,106,56,0.43922564191014574,0.0,G,5
E:\0.TA_Teguh\dataset3\G\Jalan6.csv,2868,2085,131,55,0.5443086453607627,0.0,G,6
E:\0.TA_Teguh\dataset3\G\Jalan7.csv,5771,4699,124,19,0.7845233641638554,0.0,G,7
E:\0.TA_Teguh\dataset3\G\Jalan8.csv,4287,3836,99,21,0.7422386822160804,0.0,G,8
E:\0.TA_Teguh\dataset3\G\Jalan9.csv,6052,5296,117,27,0.724069665888382,0.0,G,9
E:\0.TA_Teguh\dataset3\G\Jalan10.csv,4292,3701,133,46,0.6158091361129966,0.0,G,10
E:\0.TA_Teguh\dataset3\G\Jalan11.csv,4554,3716,123,53,0.537078769633505,0.0,G,11
E:\0.TA_Teguh\dataset3\G\Jalan12.csv,4927,4391,135,42,0.6410606430890341,0.0,G,12
E:\0.TA_Teguh\dataset3\G\Jalan13.csv,6916,5968,131,27,0.749913527576485,0.0,G,13
E:\0.TA_Teguh\dataset3\G\Jalan14.csv,4636,3974,135,41,0.6594922523925679,0.0,G,14
E:\0.TA_Teguh\dataset3\G\Jalan15.csv,8608,7346,295,91,0.6487882345370427,0.0,G,15
E:\0.TA_Teguh\dataset3\G\Jalan16.csv,10528,9687,245,25,0.8429837504712797,0.0,G,16
E:\0.TA_Teguh\dataset3\G\Jalan17.csv,10857,10009,221,15,0.8696900144072456,0.0,G,17
E:\0.TA_Teguh\dataset3\G\Jalan18.csv,12818,12083,193,12,0.8857813877745915,0.0,G,18
E:\0.TA_Teguh\dataset3\G\Jalan19.csv,7979,7081,253,51,0.7495632600339954,0.0,G,19
E:\0.TA_Teguh\dataset3\G\Jalan20.csv,7516,6836,207,26,0.8190087764056165,0.0,G,20
E:\0.TA_Teguh\dataset3\G\Jalan21.csv,9023,8384,176,6,0.9045665973226444,0.0,G,21
E:\0.TA_Teguh\dataset3\G\Jalan22.csv,10568,9989,156,2,0.9284859222045637,0.0,G,22
E:\0.TA_Teguh\dataset3\G\Jalan23.csv,15323,13473,449,92,0.744915597452809,0.0,G,23
E:\0.TA_Teguh\dataset3\G\Jalan24.csv,19988,18223,421,66,0.7941976305444731,0.0,G,24
E:\0.TA_Teguh\dataset3\G\Jalan25.csv,3089,2649,80,17,0.7452207145707684,0.0,G,25
E:\0.TA_Teguh\dataset3\G\Jalan26.csv,5952,5275,94,18,0.7647401673808243,0.0,G,26
E:\0.TA_Teguh\dataset3\G\Jalan27.csv,4222,3772,84,17,0.7495336451014174,0.0,G,27
E:\0.TA_Teguh\dataset3\G\Jalan28.csv,595,262,84,66,0.2041847909049913,0.0,G,28
E:\0.TA_Teguh\dataset3\G\Jalan29.csv,1715,893,105,61,0.393886416182686,0.0,G,29
E:\0.TA_Teguh\dataset3\G\Jalan30.csv,3235,2306,95,33,0.6098404200825925,0.0,G,30
E:\0.TA_Teguh\dataset3\G\Jalan31.csv,4302,3144,92,35,0.5810477483461584,0.0,G,31
E:\0.TA_Teguh\dataset3\G\Jalan32.csv,2976,2712,70,14,0.7535997919124041,0.0,G,32
E:\0.TA_Teguh\dataset3\G\Jalan33.csv,3965,3002,101,42,0.5436605699975008,0.0,G,33
E:\0.TA_Teguh\dataset3\G\Jalan34.csv,2923,2494,92,38,0.5537628600415833,0.0,G,34
E:\0.TA_Teguh\dataset3\G\Jalan35.csv,3756,2976,112,54,0.49145156875196516,0.0,G,35
E:\0.TA_Teguh\dataset3\G\Jalan36.csv,4055,3563,93,11,0.8206259298011758,0.0,G,36
E:\0.TA_Teguh\dataset3\G\Jalan37.csv,4846,4255,95,15,0.7873279116204029,0.0,G,37
E:\0.TA_Teguh\dataset3\G\Jalan38.csv,3391,3024,90,20,0.7328439595173711,0.0,G,38
E:\0.TA_Teguh\dataset3\G\Jalan39.csv,8017,6761,202,41,0.7496421762089991,0.0,G,39
E:\0.TA_Teguh\dataset3\G\Jalan40.csv,7984,7312,195,30,0.7947002834155197,0.0,G,40
E:\0.TA_Teguh\dataset3\G\Jalan41.csv,9806,9110,170,5,0.9058593002929004,0.0,G,41
E:\0.TA_Teguh\dataset3\G\Jalan42.csv,10431,9686,148,5,0.8991507931355773,0.0,G,42
E:\0.TA_Teguh\dataset3\G\Jalan43.csv,7273,6245,187,37,0.7540658683455108,0.0,G,43
E:\0.TA_Teguh\dataset3\G\Jalan44.csv,7417,6795,179,14,0.8618503065978791,0.0,G,44
E:\0.TA_Teguh\dataset3\G\Jalan45.csv,9042,8438,151,5,0.9060453013600485,0.0,G,45
E:\0.TA_Teguh\dataset3\G\Jalan46.csv,7088,6619,102,1,0.9238775570108521,0.0,G,46
E:\0.TA_Teguh\dataset3\G\Jalan47.csv,13381,11787,335,70,0.7437885841256261,0.0,G,47
E:\0.TA_Teguh\dataset3\G\Jalan48.csv,16524,15266,330,33,0.8490423854264181,0.0,G,48
E:\0.TA_Teguh\dataset3\G\Jalan49.csv,4630,4084,113,21,0.7745007427187656,0.0,G,49
E:\0.TA_Teguh\dataset3\G\Jalan50.csv,8089,7366,137,32,0.7299181101233114,0.0,G,50
E:\0.TA_Teguh\dataset3\G\Jalan51.csv,7280,6404,134,31,0.7268701768878909,0.0,G,51
E:\0.TA_Teguh\dataset3\G\Jalan52.csv,1535,967,131,85,0.3326124509062753,0.0,G,52
E:\0.TA_Teguh\dataset3\G\Jalan53.csv,2323,1484,140,72,0.4602455732784849,0.0,G,53
E:\0.TA_Teguh\dataset3\G\Jalan54.csv,3705,2169,159,70,0.5229535475433019,0.0,G,54
E:\0.TA_Teguh\dataset3\G\Jalan55.csv,4937,4074,97,15,0.7940518385638202,0.0,G,55
E:\0.TA_Teguh\dataset3\G\Jalan56.csv,4218,3893,90,16,0.7751105815633301,0.0,G,56
E:\0.TA_Teguh\dataset3\G\Jalan57.csv,6116,5047,118,40,0.6208832957658665,0.0,G,57
E:\0.TA_Teguh\dataset3\G\Jalan58.csv,5626,4919,141,44,0.6429096413934757,0.0,G,58
E:\0.TA_Teguh\dataset3\G\Jalan59.csv,5626,4919,141,44,0.6429096413934757,0.0,G,59
E:\0.TA_Teguh\dataset3\G\Jalan60.csv,6549,5477,165,42,0.6899246098506251,0.0,G,60
E:\0.TA_Teguh\dataset3\G\Jalan61.csv,5580,5105,121,17,0.8066479831305194,0.0,G,61
E:\0.TA_Teguh\dataset3\G\Jalan62.csv,6288,5497,142,29,0.7478011482930776,0.0,G,62
E:\0.TA_Teguh\dataset3\G\Jalan63.csv,11345,9732,309,61,0.7564958637196498,0.0,G,63
E:\0.TA_Teguh\dataset3\G\Jalan64.csv,11138,10234,276,36,0.8146042414548371,0.0,G,64
E:\0.TA_Teguh\dataset3\G\Jalan65.csv,12529,11675,207,8,0.9000368648233213,0.0,G,65
E:\0.TA_Teguh\dataset3\G\Jalan66.csv,13931,13073,202,2,0.9279338609888546,0.0,G,66
E:\0.TA_Teguh\dataset3\G\Jalan67.csv,10127,9086,273,45,0.7861154093575161,0.0,G,67
E:\0.TA_Teguh\dataset3\G\Jalan68.csv,10295,9417,234,28,0.8244740896702449,0.0,G,68
E:\0.TA_Teguh\dataset3\G\Jalan69.csv,12390,11649,193,3,0.9286355698401102,0.0,G,69
E:\0.TA_Teguh\dataset3\G\Jalan70.csv,12505,11799,180,4,0.9201598692605368,0.0,G,70
E:\0.TA_Teguh\dataset3\G\Jalan71.csv,18514,16290,490,96,0.7559648113861568,0.0,G,71
E:\0.TA_Teguh\dataset3\G\Jalan72.csv,20366,18484,444,64,0.8106950717065036,0.0,G,72
