input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\D\Jalan1.csv,3840,3199,120,29,0.7219560078190024,0.0,D,1
E:\0.TA_Teguh\dataset3\D\Jalan2.csv,7033,6364,123,23,0.7681991492879475,0.0,D,2
E:\0.TA_Teguh\dataset3\D\Jalan3.csv,7117,6200,126,28,0.7378024238800809,0.0,D,3
E:\0.TA_Teguh\dataset3\D\Jalan4.csv,1098,821,106,35,0.6384955736642768,0.0,D,4
E:\0.TA_Teguh\dataset3\D\Jalan5.csv,1795,1202,129,62,0.49880742529435146,0.0,D,5
E:\0.TA_Teguh\dataset3\D\Jalan6.csv,3916,3125,124,33,0.6980822656906762,0.0,D,6
E:\0.TA_Teguh\dataset3\D\Jalan7.csv,5536,4071,132,37,0.679161053201034,0.0,D,7
E:\0.TA_Teguh\dataset3\D\Jalan8.csv,3953,3658,105,22,0.751304900065116,0.0,D,8
E:\0.TA_Teguh\dataset3\D\Jalan9.csv,6108,5052,129,36,0.6778560343635737,0.0,D,9
E:\0.TA_Teguh\dataset3\D\Jalan10.csv,4146,3637,130,40,0.6527523609982104,0.0,D,10
E:\0.TA_Teguh\dataset3\D\Jalan11.csv,4193,3547,146,50,0.6273683241843802,0.0,D,11
E:\0.TA_Teguh\dataset3\D\Jalan12.csv,5358,5022,121,9,0.8758322907622256,0.0,D,12
E:\0.TA_Teguh\dataset3\D\Jalan13.csv,5419,4740,138,23,0.7918381926008679,0.0,D,13
E:\0.TA_Teguh\dataset3\D\Jalan14.csv,3711,3378,111,15,0.8179436169131808,0.0,D,14
E:\0.TA_Teguh\dataset3\D\Jalan15.csv,9116,7569,356,82,0.7339779137570754,0.0,D,15
E:\0.TA_Teguh\dataset3\D\Jalan16.csv,11748,10981,284,13,0.9044712104235171,0.0,D,16
E:\0.TA_Teguh\dataset3\D\Jalan17.csv,10743,10034,241,5,0.9176898019700895,0.0,D,17
E:\0.TA_Teguh\dataset3\D\Jalan18.csv,10053,9429,188,2,0.9287953173900798,0.0,D,18
E:\0.TA_Teguh\dataset3\D\Jalan19.csv,10159,8562,301,37,0.8321558674679586,0.0,D,19
E:\0.TA_Teguh\dataset3\D\Jalan20.csv,10956,10050,286,18,0.8831330999448911,0.0,D,20
E:\0.TA_Teguh\dataset3\D\Jalan21.csv,14189,13293,253,2,0.9335582910038555,0.0,D,21
E:\0.TA_Teguh\dataset3\D\Jalan22.csv,11545,10858,202,0,0.9377754847195455,0.8181818181818182,D,22
E:\0.TA_Teguh\dataset3\D\Jalan23.csv,20464,18509,529,75,0.815491644155323,0.0,D,23
