input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\B\Jalan1.csv,3882,3563,112,23,0.7776613797535853,0.0,B,1
E:\0.TA_Teguh\dataset3\B\Jalan2.csv,8110,7705,120,12,0.8742012960021394,0.0,B,2
E:\0.TA_Teguh\dataset3\B\Jalan3.csv,7762,6956,117,21,0.7982041192720933,0.0,B,3
E:\0.TA_Teguh\dataset3\B\Jalan4.csv,1097,621,111,77,0.2999597166840331,0.0,B,4
E:\0.TA_Teguh\dataset3\B\Jalan5.csv,2269,1586,123,60,0.5002418456695149,0.0,B,5
E:\0.TA_Teguh\dataset3\B\Jalan6.csv,3905,2615,140,57,0.5771517644490596,0.0,B,6
E:\0.TA_Teguh\dataset3\B\Jalan7.csv,6318,4635,140,54,0.5966333012766033,0.0,B,7
E:\0.TA_Teguh\dataset3\B\Jalan8.csv,3291,3116,109,34,0.6682970442378217,0.0,B,8
E:\0.TA_Teguh\dataset3\B\Jalan9.csv,5770,4726,121,33,0.701653410912285,0.0,B,9
E:\0.TA_Teguh\dataset3\B\Jalan10.csv,4725,4288,134,48,0.6257217719072181,0.0,B,10
E:\0.TA_Teguh\dataset3\B\Jalan11.csv,4466,3814,133,43,0.6576270614108822,0.0,B,11
E:\0.TA_Teguh\dataset3\B\Jalan12.csv,5336,4893,130,37,0.6932903165135039,0.0,B,12
E:\0.TA_Teguh\dataset3\B\Jalan13.csv,6804,6273,138,34,0.7329874223394988,0.0,B,13
E:\0.TA_Teguh\dataset3\B\Jalan14.csv,4566,4173,137,39,0.7009157342850858,0.0,B,14
E:\0.TA_Teguh\dataset3\B\Jalan15.csv,11143,9673,329,76,0.7485332899745176,0.0,B,15
E:\0.TA_Teguh\dataset3\B\Jalan16.csv,11847,11252,285,45,0.8185610311254119,0.0,B,16
E:\0.TA_Teguh\dataset3\B\Jalan17.csv,12211,11704,238,17,0.89907469894651,0.0,B,17
E:\0.TA_Teguh\dataset3\B\Jalan18.csv,13863,13363,193,4,0.9488671026081951,0.0,B,18
E:\0.TA_Teguh\dataset3\B\Jalan19.csv,9722,8730,295,55,0.7955901114575133,0.0,B,19
