input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\I\Jalan1.csv,4231,3726,120,36,0.6812821745783767,0.0,I,1
E:\0.TA_Teguh\dataset3\I\Jalan2.csv,7582,7031,113,17,0.8114414591779501,0.0,I,2
E:\0.TA_Teguh\dataset3\I\Jalan3.csv,6845,6023,111,24,0.7573348592656608,0.0,I,3
E:\0.TA_Teguh\dataset3\I\Jalan4.csv,1565,1011,102,63,0.36900751292252426,0.0,I,4
E:\0.TA_Teguh\dataset3\I\Jalan5.csv,3098,1461,129,76,0.3973188288186345,0.0,I,5
E:\0.TA_Teguh\dataset3\I\Jalan6.csv,4601,3569,117,37,0.6563201313563566,0.0,I,6
E:\0.TA_Teguh\dataset3\I\Jalan7.csv,5206,4327,117,36,0.6641009852894743,0.0,I,7
E:\0.TA_Teguh\dataset3\I\Jalan8.csv,4386,4101,96,23,0.727422049932323,0.0,I,8
E:\0.TA_Teguh\dataset3\I\Jalan9.csv,5396,4555,117,33,0.691374800423289,0.0,I,9
E:\0.TA_Teguh\dataset3\I\Jalan10.csv,5214,4617,135,50,0.6067602681429137,0.0,I,10
E:\0.TA_Teguh\dataset3\I\Jalan11.csv,6448,4924,123,53,0.5503373003887119,0.0,I,11
E:\0.TA_Teguh\dataset3\I\Jalan12.csv,4607,4176,122,32,0.7115066226147152,0.0,I,12
E:\0.TA_Teguh\dataset3\I\Jalan13.csv,7314,6744,134,19,0.8273423536314759,0.0,I,13
E:\0.TA_Teguh\dataset3\I\Jalan14.csv,5246,4810,121,27,0.7457703135519264,0.0,I,14
E:\0.TA_Teguh\dataset3\I\Jalan15.csv,11801,10834,285,60,0.7660134775631249,0.0,I,15
E:\0.TA_Teguh\dataset3\I\Jalan16.csv,13789,12875,274,29,0.8609154127375136,0.0,I,16
E:\0.TA_Teguh\dataset3\I\Jalan17.csv,12893,12169,228,11,0.9163406036884089,0.0,I,17
E:\0.TA_Teguh\dataset3\I\Jalan18.csv,12079,11498,174,4,0.9382518592072608,0.0,I,18
E:\0.TA_Teguh\dataset3\I\Jalan19.csv,11062,10347,239,27,0.8585440142106701,0.0,I,19
E:\0.TA_Teguh\dataset3\I\Jalan20.csv,10722,10068,216,26,0.8479192750492767,0.0,I,20
E:\0.TA_Teguh\dataset3\I\Jalan21.csv,12599,11963,212,12,0.9062684638997024,0.0,I,21
E:\0.TA_Teguh\dataset3\I\Jalan22.csv,11238,10817,133,0,0.9627051067664668,0.8636363636363636,I,22
E:\0.TA_Teguh\dataset3\I\Jalan23.csv,18905,17209,406,69,0.7978749975532464,0.0,I,23
E:\0.TA_Teguh\dataset3\I\Jalan24.csv,22905,21205,429,77,0.7930817757146794,0.0,I,24
E:\0.TA_Teguh\dataset3\I\Jalan25.csv,3812,3418,81,13,0.8131825778348517,0.0,I,25
E:\0.TA_Teguh\dataset3\I\Jalan26.csv,5822,5304,92,15,0.8058908471471425,0.0,I,26
E:\0.TA_Teguh\dataset3\I\Jalan27.csv,5501,5016,86,12,0.825202143258479,0.0,I,27
E:\0.TA_Teguh\dataset3\I\Jalan28.csv,949,584,82,58,0.28116211364734167,0.0,I,28
E:\0.TA_Teguh\dataset3\I\Jalan29.csv,2469,1770,97,47,0.4978803760794983,0.0,I,29
E:\0.TA_Teguh\dataset3\I\Jalan30.csv,3492,2645,97,37,0.5955052239477465,0.0,I,30
E:\0.TA_Teguh\dataset3\I\Jalan31.csv,4740,3753,82,24,0.6792048876338402,0.0,I,31
E:\0.TA_Teguh\dataset3\I\Jalan32.csv,3449,3194,80,19,0.7257659953434178,0.0,I,32
E:\0.TA_Teguh\dataset3\I\Jalan33.csv,5049,4209,91,24,0.7031887831267993,0.0,I,33
E:\0.TA_Teguh\dataset3\I\Jalan34.csv,3848,3426,96,39,0.5712140512779482,0.0,I,34
E:\0.TA_Teguh\dataset3\I\Jalan35.csv,3987,3286,88,27,0.6646942951204109,0.0,I,35
E:\0.TA_Teguh\dataset3\I\Jalan36.csv,3911,3576,86,21,0.7297130306570953,0.0,I,36
E:\0.TA_Teguh\dataset3\I\Jalan37.csv,4756,4214,94,22,0.738151673863952,0.0,I,37
E:\0.TA_Teguh\dataset3\I\Jalan38.csv,4377,3932,91,22,0.7235557084142628,0.0,I,38
E:\0.TA_Teguh\dataset3\I\Jalan39.csv,9455,8613,216,47,0.7548227756626644,0.0,I,39
E:\0.TA_Teguh\dataset3\I\Jalan40.csv,10298,9610,195,18,0.8725440754310857,0.0,I,40
E:\0.TA_Teguh\dataset3\I\Jalan41.csv,8852,8305,158,10,0.8969583906687023,0.0,I,41
E:\0.TA_Teguh\dataset3\I\Jalan42.csv,9497,8976,124,2,0.9383733145930125,0.0,I,42
E:\0.TA_Teguh\dataset3\I\Jalan43.csv,8910,8260,174,27,0.8100445538355409,0.0,I,43
E:\0.TA_Teguh\dataset3\I\Jalan44.csv,10113,9595,166,4,0.9431038430110495,0.0,I,44
