input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\C\Jalan1.csv,4900,4463,158,28,0.8088719913576452,0.0,C,1
E:\0.TA_Teguh\dataset3\C\Jalan2.csv,7355,7072,149,21,0.8338295182481351,0.0,C,2
E:\0.TA_Teguh\dataset3\C\Jalan3.csv,10578,9467,183,36,0.7861525974801942,0.0,C,3
E:\0.TA_Teguh\dataset3\C\Jalan4.csv,1451,1163,126,46,0.6247873961791927,0.0,C,4
E:\0.TA_Teguh\dataset3\C\Jalan5.csv,1830,1135,160,95,0.4022549944101132,0.0,C,5
E:\0.TA_Teguh\dataset3\C\Jalan6.csv,3008,2269,161,68,0.5678768208850822,0.0,C,6
E:\0.TA_Teguh\dataset3\C\Jalan7.csv,5889,4527,180,42,0.7488455012062035,0.0,C,7
E:\0.TA_Teguh\dataset3\C\Jalan8.csv,5192,4971,141,32,0.757715369306616,0.0,C,8
E:\0.TA_Teguh\dataset3\C\Jalan9.csv,4357,3895,155,51,0.6574951823392097,0.0,C,9
E:\0.TA_Teguh\dataset3\C\Jalan10.csv,5260,4829,176,62,0.6350594342514474,0.0,C,10
E:\0.TA_Teguh\dataset3\C\Jalan11.csv,6301,5267,160,50,0.6691911884271677,0.0,C,11
E:\0.TA_Teguh\dataset3\C\Jalan12.csv,5562,5231,149,25,0.8113957779877171,0.0,C,12
E:\0.TA_Teguh\dataset3\C\Jalan13.csv,7144,6319,187,48,0.7232869479222778,0.0,C,13
E:\0.TA_Teguh\dataset3\C\Jalan14.csv,4385,4051,156,37,0.748169986890562,0.0,C,14
E:\0.TA_Teguh\dataset3\C\Jalan15.csv,13239,11848,450,89,0.7835942697124344,0.0,C,15
E:\0.TA_Teguh\dataset3\C\Jalan16.csv,14787,13969,348,15,0.9301635074646109,0.0,C,16
E:\0.TA_Teguh\dataset3\C\Jalan17.csv,14834,14234,320,15,0.9265616131257257,0.0,C,17
E:\0.TA_Teguh\dataset3\C\Jalan18.csv,12298,11802,231,7,0.9407393884689077,0.0,C,18
E:\0.TA_Teguh\dataset3\C\Jalan19.csv,12702,11878,370,44,0.8642526964718482,0.0,C,19
E:\0.TA_Teguh\dataset3\C\Jalan20.csv,11493,10950,334,32,0.8833310562906158,0.0,C,20
E:\0.TA_Teguh\dataset3\C\Jalan21.csv,14260,13728,272,11,0.935198627085487,0.0,C,21
E:\0.TA_Teguh\dataset3\C\Jalan22.csv,14056,13560,228,4,0.9522514793310545,0.0,C,22
E:\0.TA_Teguh\dataset3\C\Jalan23.csv,19531,16485,658,139,0.772634554236029,0.0,C,23
E:\0.TA_Teguh\dataset3\C\Jalan24.csv,25393,23818,664,88,0.848951800576392,0.0,C,24
E:\0.TA_Teguh\dataset3\C\Jalan25.csv,3772,3240,134,44,0.6623548142863627,0.0,C,25
E:\0.TA_Teguh\dataset3\C\Jalan26.csv,7483,7163,153,26,0.8105865545601889,0.0,C,26
E:\0.TA_Teguh\dataset3\C\Jalan27.csv,6355,5469,123,29,0.742194348496881,0.0,C,27
E:\0.TA_Teguh\dataset3\C\Jalan28.csv,942,741,93,29,0.6815085004878274,0.0,C,28
E:\0.TA_Teguh\dataset3\C\Jalan29.csv,1389,965,117,57,0.5081673014625091,0.0,C,29
E:\0.TA_Teguh\dataset3\C\Jalan30.csv,2342,1630,131,54,0.5729562324366341,0.0,C,30
E:\0.TA_Teguh\dataset3\C\Jalan31.csv,3938,2700,136,41,0.6830681834060106,0.0,C,31
E:\0.TA_Teguh\dataset3\C\Jalan32.csv,4713,4521,104,24,0.7496362064073605,0.0,C,32
E:\0.TA_Teguh\dataset3\C\Jalan33.csv,4802,4031,122,37,0.6769701724447974,0.0,C,33
E:\0.TA_Teguh\dataset3\C\Jalan34.csv,3835,3184,136,48,0.630315431469007,0.0,C,34
E:\0.TA_Teguh\dataset3\C\Jalan35.csv,3030,2709,120,32,0.7148392233602076,0.0,C,35
E:\0.TA_Teguh\dataset3\C\Jalan36.csv,5084,4681,140,38,0.7115934082397274,0.0,C,36
E:\0.TA_Teguh\dataset3\C\Jalan37.csv,4794,4202,125,31,0.7330271706103049,0.0,C,37
E:\0.TA_Teguh\dataset3\C\Jalan38.csv,2855,2432,132,54,0.5781439487371004,0.0,C,38
E:\0.TA_Teguh\dataset3\C\Jalan39.csv,8928,7918,278,37,0.8484108518555246,0.0,C,39
E:\0.TA_Teguh\dataset3\C\Jalan40.csv,10908,10375,260,13,0.9257744805844776,0.0,C,40
E:\0.TA_Teguh\dataset3\C\Jalan41.csv,9820,9347,205,5,0.9476481633361975,0.0,C,41
E:\0.TA_Teguh\dataset3\C\Jalan42.csv,8401,8097,144,0,0.9706183797738974,0.9090909090909091,C,42
E:\0.TA_Teguh\dataset3\C\Jalan43.csv,9929,9069,263,26,0.8859652250505691,0.0,C,43
E:\0.TA_Teguh\dataset3\C\Jalan44.csv,12201,11609,265,14,0.9230276685755862,0.0,C,44
E:\0.TA_Teguh\dataset3\C\Jalan45.csv,9976,9498,210,4,0.951091761273149,0.0,C,45
E:\0.TA_Teguh\dataset3\C\Jalan46.csv,11636,11183,199,1,0.9635520191102921,0.0,C,46
E:\0.TA_Teguh\dataset3\C\Jalan47.csv,13863,11877,486,91,0.7959178536630727,0.0,C,47
E:\0.TA_Teguh\dataset3\C\Jalan48.csv,18076,17089,478,49,0.8773045727595,0.0,C,48
E:\0.TA_Teguh\dataset3\C\Jalan49.csv,5067,4679,143,21,0.8415593267140721,0.0,C,49
E:\0.TA_Teguh\dataset3\C\Jalan50.csv,8062,7745,172,17,0.8757191925894111,0.0,C,50
E:\0.TA_Teguh\dataset3\C\Jalan51.csv,10243,9031,176,36,0.7748167327890667,0.0,C,51
E:\0.TA_Teguh\dataset3\C\Jalan52.csv,1782,1427,155,68,0.549294646985604,0.0,C,52
E:\0.TA_Teguh\dataset3\C\Jalan53.csv,2174,1451,155,77,0.4962390104369351,0.0,C,53
E:\0.TA_Teguh\dataset3\C\Jalan54.csv,3836,2543,161,50,0.6754584019249019,0.0,C,54
E:\0.TA_Teguh\dataset3\C\Jalan55.csv,6675,5457,163,37,0.749283198620085,0.0,C,55
E:\0.TA_Teguh\dataset3\C\Jalan56.csv,4804,4605,138,29,0.7728193196651195,0.0,C,56
E:\0.TA_Teguh\dataset3\C\Jalan57.csv,8030,6658,166,42,0.7279359397735412,0.0,C,57
E:\0.TA_Teguh\dataset3\C\Jalan58.csv,6040,5351,180,55,0.6823548894487796,0.0,C,58
E:\0.TA_Teguh\dataset3\C\Jalan59.csv,4852,4466,174,45,0.7246528578006326,0.0,C,59
