input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\A\Jalan1.csv,3083,2541,111,41,0.5944102514158852,0.0,A,1
E:\0.TA_Teguh\dataset3\A\Jalan2.csv,6582,5334,113,31,0.6872986884330377,0.0,A,2
E:\0.TA_Teguh\dataset3\A\Jalan3.csv,6634,5776,119,34,0.6800686891884533,0.0,A,3
E:\0.TA_Teguh\dataset3\A\Jalan4.csv,2278,1587,96,53,0.4251763198194251,0.0,A,4
E:\0.TA_Teguh\dataset3\A\Jalan5.csv,2191,1108,127,83,0.32715973309538854,0.0,A,5
E:\0.TA_Teguh\dataset3\A\Jalan6.csv,3492,2069,127,74,0.39180658050438905,0.0,A,6
E:\0.TA_Teguh\dataset3\A\Jalan7.csv,4143,3099,118,53,0.5177526805791041,0.0,A,7
E:\0.TA_Teguh\dataset3\A\Jalan8.csv,2944,2739,74,24,0.645784657818909,0.0,A,8
E:\0.TA_Teguh\dataset3\A\Jalan9.csv,2540,1894,123,67,0.4247309433848424,0.0,A,9
E:\0.TA_Teguh\dataset3\A\Jalan10.csv,4160,3512,131,59,0.5158998326281212,0.0,A,10
E:\0.TA_Teguh\dataset3\A\Jalan11.csv,5655,4387,128,59,0.5039991825277945,0.0,A,11
E:\0.TA_Teguh\dataset3\A\Jalan12.csv,5041,4644,107,21,0.760216933749283,0.0,A,12
E:\0.TA_Teguh\dataset3\A\Jalan13.csv,5401,4898,126,30,0.720050898770244,0.0,A,13
E:\0.TA_Teguh\dataset3\A\Jalan14.csv,2631,2123,98,31,0.64496324629068,0.0,A,14
E:\0.TA_Teguh\dataset3\A\Jalan15.csv,9628,8442,283,101,0.6053759264162508,0.0,A,15
E:\0.TA_Teguh\dataset3\A\Jalan16.csv,9668,8645,251,69,0.6762481911011616,0.0,A,16
E:\0.TA_Teguh\dataset3\A\Jalan17.csv,10895,10118,202,21,0.8401279573508664,0.0,A,17
E:\0.TA_Teguh\dataset3\A\Jalan18.csv,12556,11946,167,10,0.8990315038362318,0.0,A,18
E:\0.TA_Teguh\dataset3\A\Jalan19.csv,10378,9413,235,44,0.7604831240910633,0.0,A,19
