input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\I\Jalan1.csv,4231,3653,120,31,0.6996081603386541,0.0,I,1
E:\0.TA_Teguh\dataset3\I\Jalan2.csv,7582,6926,113,15,0.8130326557869276,0.0,I,2
E:\0.TA_Teguh\dataset3\I\Jalan3.csv,6845,5969,111,20,0.7802431643899095,0.0,I,3
E:\0.TA_Teguh\dataset3\I\Jalan4.csv,1565,1214,102,24,0.7203864949702421,0.0,I,4
E:\0.TA_Teguh\dataset3\I\Jalan5.csv,3098,1596,129,51,0.5738836436433465,0.0,I,5
E:\0.TA_Teguh\dataset3\I\Jalan6.csv,4601,3615,117,22,0.7725584010244377,0.0,I,6
E:\0.TA_Teguh\dataset3\I\Jalan7.csv,5206,4277,117,28,0.7113560304558364,0.0,I,7
E:\0.TA_Teguh\dataset3\I\Jalan8.csv,4386,4069,96,12,0.8204454277774635,0.0,I,8
E:\0.TA_Teguh\dataset3\I\Jalan9.csv,5396,4564,117,21,0.7791508040413626,0.0,I,9
E:\0.TA_Teguh\dataset3\I\Jalan10.csv,5214,4602,135,39,0.6716844694571001,0.0,I,10
E:\0.TA_Teguh\dataset3\I\Jalan11.csv,6448,4983,123,34,0.69170586181964,0.0,I,11
E:\0.TA_Teguh\dataset3\I\Jalan12.csv,4607,4182,122,22,0.7801608603261517,0.0,I,12
E:\0.TA_Teguh\dataset3\I\Jalan13.csv,7314,6690,134,13,0.8590034185077258,0.0,I,13
E:\0.TA_Teguh\dataset3\I\Jalan14.csv,5246,4805,121,14,0.8329890990985402,0.0,I,14
E:\0.TA_Teguh\dataset3\I\Jalan15.csv,11801,10937,285,10,0.9155081918632553,0.0,I,15
E:\0.TA_Teguh\dataset3\I\Jalan16.csv,13789,12804,274,5,0.9295535263475225,0.0,I,16
E:\0.TA_Teguh\dataset3\I\Jalan17.csv,12893,11996,228,1,0.938088092309815,0.0,I,17
E:\0.TA_Teguh\dataset3\I\Jalan18.csv,12079,11330,174,0,0.9417856949661277,0.7142857142857143,I,18
E:\0.TA_Teguh\dataset3\I\Jalan19.csv,11062,10272,239,7,0.9203500497942056,0.0,I,19
E:\0.TA_Teguh\dataset3\I\Jalan20.csv,10722,10037,216,3,0.9308329374343981,0.0,I,20
E:\0.TA_Teguh\dataset3\I\Jalan21.csv,12599,11804,212,3,0.9268789463840723,0.0,I,21
E:\0.TA_Teguh\dataset3\I\Jalan22.csv,11238,10674,133,0,0.9501585061318523,0.8571428571428571,I,22
E:\0.TA_Teguh\dataset3\I\Jalan23.csv,18905,17241,406,25,0.8893414513033305,0.0,I,23
E:\0.TA_Teguh\dataset3\I\Jalan24.csv,22905,21103,429,36,0.8683665360645574,0.0,I,24
E:\0.TA_Teguh\dataset3\I\Jalan25.csv,3812,3355,81,10,0.8293322724959376,0.0,I,25
E:\0.TA_Teguh\dataset3\I\Jalan26.csv,5822,5202,92,13,0.8113825702241292,0.0,I,26
E:\0.TA_Teguh\dataset3\I\Jalan27.csv,5501,4974,86,8,0.8550314632607098,0.0,I,27
E:\0.TA_Teguh\dataset3\I\Jalan28.csv,949,758,82,25,0.6667402947583514,0.0,I,28
E:\0.TA_Teguh\dataset3\I\Jalan29.csv,2469,1838,97,31,0.643078308586428,0.0,I,29
E:\0.TA_Teguh\dataset3\I\Jalan30.csv,3492,2677,97,24,0.7057819379386371,0.0,I,30
E:\0.TA_Teguh\dataset3\I\Jalan31.csv,4740,3744,82,16,0.7610998218390702,0.0,I,31
E:\0.TA_Teguh\dataset3\I\Jalan32.csv,3449,3139,80,15,0.7505715543255402,0.0,I,32
E:\0.TA_Teguh\dataset3\I\Jalan33.csv,5049,4197,91,15,0.7841987209472749,0.0,I,33
E:\0.TA_Teguh\dataset3\I\Jalan34.csv,3848,3475,96,23,0.7173242063946498,0.0,I,34
E:\0.TA_Teguh\dataset3\I\Jalan35.csv,3987,3303,88,16,0.7718729035465922,0.0,I,35
E:\0.TA_Teguh\dataset3\I\Jalan36.csv,3911,3596,86,12,0.8214212603689196,0.0,I,36
E:\0.TA_Teguh\dataset3\I\Jalan37.csv,4756,4206,94,12,0.8305958186869529,0.0,I,37
E:\0.TA_Teguh\dataset3\I\Jalan38.csv,4377,3945,91,8,0.8585054730329404,0.0,I,38
E:\0.TA_Teguh\dataset3\I\Jalan39.csv,9455,8658,216,9,0.9074571472089269,0.0,I,39
E:\0.TA_Teguh\dataset3\I\Jalan40.csv,10298,9556,195,1,0.935105492571412,0.0,I,40
E:\0.TA_Teguh\dataset3\I\Jalan41.csv,8852,8204,158,0,0.9367577559799836,0.75,I,41
E:\0.TA_Teguh\dataset3\I\Jalan42.csv,9497,8862,124,0,0.9404818497976082,0.84,I,42
E:\0.TA_Teguh\dataset3\I\Jalan43.csv,8910,8249,174,4,0.9160799501457699,0.0,I,43
E:\0.TA_Teguh\dataset3\I\Jalan44.csv,10113,9444,166,0,0.9457959876774162,0.8068181818181818,I,44
E:\0.TA_Teguh\dataset3\I\Jalan45.csv,9033,8422,144,0,0.9434539473352037,0.8214285714285714,I,45
E:\0.TA_Teguh\dataset3\I\Jalan46.csv,10191,9505,128,0,0.9374045624880545,0.725,I,46
E:\0.TA_Teguh\dataset3\I\Jalan47.csv,16693,15153,329,21,0.8825252776296082,0.0,I,47
E:\0.TA_Teguh\dataset3\I\Jalan48.csv,17033,15924,322,17,0.8987324224049562,0.0,I,48
E:\0.TA_Teguh\dataset3\I\Jalan49.csv,5228,4519,124,22,0.7797298606313541,0.0,I,49
E:\0.TA_Teguh\dataset3\I\Jalan50.csv,7960,7455,120,3,0.9210832298067072,0.0,I,50
E:\0.TA_Teguh\dataset3\I\Jalan51.csv,7919,6958,122,12,0.8506791270922436,0.0,I,51
E:\0.TA_Teguh\dataset3\I\Jalan52.csv,1645,1371,115,31,0.6841157071351857,0.0,I,52
E:\0.TA_Teguh\dataset3\I\Jalan53.csv,2893,2199,135,41,0.6639767408366954,0.0,I,53
E:\0.TA_Teguh\dataset3\I\Jalan54.csv,5109,3724,140,27,0.7628199539221765,0.0,I,54
E:\0.TA_Teguh\dataset3\I\Jalan55.csv,6257,5273,129,22,0.7817881468892386,0.0,I,55
E:\0.TA_Teguh\dataset3\I\Jalan56.csv,4493,4199,104,16,0.7977642141712147,0.0,I,56
E:\0.TA_Teguh\dataset3\I\Jalan57.csv,8522,6868,137,29,0.7451200624793917,0.0,I,57
E:\0.TA_Teguh\dataset3\I\Jalan58.csv,6199,5436,143,25,0.7760258356185361,0.0,I,58
E:\0.TA_Teguh\dataset3\I\Jalan59.csv,6245,5500,138,24,0.7862312051752889,0.0,I,59
E:\0.TA_Teguh\dataset3\I\Jalan60.csv,5674,5230,130,15,0.8385445778528647,0.0,I,60
