input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\E\Jalan1.csv,4712,4220,134,37,0.7043406662773402,0.0,E,1
E:\0.TA_Teguh\dataset3\E\Jalan2.csv,7331,6693,125,27,0.7583299028368119,0.0,E,2
E:\0.TA_Teguh\dataset3\E\Jalan3.csv,6059,5446,123,29,0.7368182592723889,0.0,E,3
E:\0.TA_Teguh\dataset3\E\Jalan4.csv,1372,1016,109,40,0.6200209654688027,0.0,E,4
E:\0.TA_Teguh\dataset3\E\Jalan5.csv,2384,1537,119,52,0.553180897085041,0.0,E,5
E:\0.TA_Teguh\dataset3\E\Jalan6.csv,3757,2444,117,36,0.6717450347248131,0.0,E,6
E:\0.TA_Teguh\dataset3\E\Jalan7.csv,5054,4165,117,31,0.7127391190632659,0.0,E,7
E:\0.TA_Teguh\dataset3\E\Jalan8.csv,3883,3689,103,18,0.8015684964908841,0.0,E,8
E:\0.TA_Teguh\dataset3\E\Jalan9.csv,8688,4386,142,60,0.5575485972994253,0.0,E,9
E:\0.TA_Teguh\dataset3\E\Jalan10.csv,4247,3857,120,36,0.678151866225098,0.0,E,10
E:\0.TA_Teguh\dataset3\E\Jalan11.csv,4183,3507,123,34,0.6999880403260903,0.0,E,11
E:\0.TA_Teguh\dataset3\E\Jalan12.csv,4737,4365,105,13,0.8432946292655739,0.0,E,12
E:\0.TA_Teguh\dataset3\E\Jalan13.csv,5841,5159,126,28,0.7512332514982469,0.0,E,13
E:\0.TA_Teguh\dataset3\E\Jalan14.csv,4027,3628,124,38,0.6714867319259874,0.0,E,14
E:\0.TA_Teguh\dataset3\E\Jalan15.csv,9093,7760,323,67,0.7710295682994948,0.0,E,15
E:\0.TA_Teguh\dataset3\E\Jalan16.csv,10169,9608,269,28,0.8721303277648558,0.0,E,16
E:\0.TA_Teguh\dataset3\E\Jalan17.csv,11378,10871,253,12,0.922497290908466,0.0,E,17
E:\0.TA_Teguh\dataset3\E\Jalan18.csv,10119,9663,171,4,0.9367706482834252,0.0,E,18
E:\0.TA_Teguh\dataset3\E\Jalan19.csv,9508,8223,269,37,0.8362109797900915,0.0,E,19
E:\0.TA_Teguh\dataset3\E\Jalan20.csv,10107,9579,234,20,0.8870484895372499,0.0,E,20
E:\0.TA_Teguh\dataset3\E\Jalan21.csv,8889,8466,204,13,0.9044812414690934,0.0,E,21
E:\0.TA_Teguh\dataset3\E\Jalan22.csv,10470,10069,161,2,0.9542265223995188,0.0,E,22
E:\0.TA_Teguh\dataset3\E\Jalan23.csv,15683,14273,452,70,0.8196628381919281,0.0,E,23
E:\0.TA_Teguh\dataset3\E\Jalan24.csv,21102,19717,429,33,0.9001151019079031,0.0,E,24
E:\0.TA_Teguh\dataset3\E\Jalan25.csv,2447,2118,74,13,0.8043067536208395,0.0,E,25
E:\0.TA_Teguh\dataset3\E\Jalan26.csv,5112,4702,85,8,0.8659348785732713,0.0,E,26
