input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\A\Jalan1.csv,3083,2684,111,34,0.680813069138835,0.0,A,1
E:\0.TA_Teguh\dataset3\A\Jalan2.csv,6582,5450,113,31,0.704103412137629,0.0,A,2
E:\0.TA_Teguh\dataset3\A\Jalan3.csv,6634,5895,119,34,0.6945532920761084,0.0,A,3
E:\0.TA_Teguh\dataset3\A\Jalan4.csv,2278,1677,96,47,0.5029244919603792,0.0,A,4
E:\0.TA_Teguh\dataset3\A\Jalan5.csv,2191,1251,127,70,0.44028267774231666,0.0,A,5
E:\0.TA_Teguh\dataset3\A\Jalan6.csv,3492,2212,127,63,0.49248413594000734,0.0,A,6
E:\0.TA_Teguh\dataset3\A\Jalan7.csv,4143,3260,118,41,0.6334773167574436,0.0,A,7
E:\0.TA_Teguh\dataset3\A\Jalan8.csv,2944,2815,74,21,0.698604808185099,0.0,A,8
E:\0.TA_Teguh\dataset3\A\Jalan9.csv,2540,2014,123,58,0.5125102799328767,0.0,A,9
E:\0.TA_Teguh\dataset3\A\Jalan10.csv,4160,3672,131,53,0.5784663209779667,0.0,A,10
E:\0.TA_Teguh\dataset3\A\Jalan11.csv,5655,4607,128,48,0.6083800258818824,0.0,A,11
E:\0.TA_Teguh\dataset3\A\Jalan12.csv,5041,4776,107,19,0.8017395206422874,0.0,A,12
E:\0.TA_Teguh\dataset3\A\Jalan13.csv,5401,5037,126,28,0.7568080635942938,0.0,A,13
E:\0.TA_Teguh\dataset3\A\Jalan14.csv,2631,2231,98,24,0.7351554668587792,0.0,A,14
E:\0.TA_Teguh\dataset3\A\Jalan15.csv,9628,8880,283,71,0.7295697147339892,0.0,A,15
E:\0.TA_Teguh\dataset3\A\Jalan16.csv,9668,9094,251,45,0.7977567257611571,0.0,A,16
E:\0.TA_Teguh\dataset3\A\Jalan17.csv,10895,10422,202,14,0.9021669314104521,0.0,A,17
E:\0.TA_Teguh\dataset3\A\Jalan18.csv,12556,12165,167,5,0.9437490247735748,0.0,A,18
E:\0.TA_Teguh\dataset3\A\Jalan19.csv,10378,9872,235,24,0.8734589254696111,0.0,A,19
E:\0.TA_Teguh\dataset3\A\Jalan20.csv,8890,8386,197,39,0.7788520155062233,0.0,A,20
E:\0.TA_Teguh\dataset3\A\Jalan21.csv,8192,7852,161,24,0.8312953029018436,0.0,A,21
E:\0.TA_Teguh\dataset3\A\Jalan22.csv,9206,8923,132,9,0.9064476756803456,0.0,A,22
E:\0.TA_Teguh\dataset3\A\Jalan23.csv,14863,13597,494,105,0.767412053254986,0.0,A,23
E:\0.TA_Teguh\dataset3\A\Jalan24.csv,22402,21430,456,55,0.853779368066051,0.0,A,24
E:\0.TA_Teguh\dataset3\A\Jalan25.csv,2631,2398,88,17,0.7874211622647984,0.0,A,25
E:\0.TA_Teguh\dataset3\A\Jalan26.csv,5570,4881,101,26,0.7186697609425824,0.0,A,26
E:\0.TA_Teguh\dataset3\A\Jalan27.csv,5599,4803,96,27,0.6990013063782344,0.0,A,27
E:\0.TA_Teguh\dataset3\A\Jalan28.csv,1659,1356,83,41,0.49401334181352785,0.0,A,28
E:\0.TA_Teguh\dataset3\A\Jalan29.csv,2539,2408,62,15,0.7379151575679885,0.0,A,29
E:\0.TA_Teguh\dataset3\A\Jalan30.csv,3664,2872,89,31,0.632328546416051,0.0,A,30
E:\0.TA_Teguh\dataset3\A\Jalan31.csv,2894,1874,97,41,0.5633034704813173,0.0,A,31
E:\0.TA_Teguh\dataset3\A\Jalan32.csv,1786,1042,105,59,0.42948260112483544,0.0,A,32
E:\0.TA_Teguh\dataset3\A\Jalan33.csv,2567,2091,95,38,0.5833465865942395,0.0,A,33
E:\0.TA_Teguh\dataset3\A\Jalan34.csv,2958,2572,98,40,0.5743342153887967,0.0,A,34
E:\0.TA_Teguh\dataset3\A\Jalan35.csv,3601,2869,86,27,0.6686845605417648,0.0,A,35
E:\0.TA_Teguh\dataset3\A\Jalan36.csv,3556,3224,94,32,0.6425066464472852,0.0,A,36
E:\0.TA_Teguh\dataset3\A\Jalan37.csv,3261,2864,107,39,0.6214232532454994,0.0,A,37
E:\0.TA_Teguh\dataset3\A\Jalan38.csv,2659,2316,91,35,0.6004718295748184,0.0,A,38
E:\0.TA_Teguh\dataset3\A\Jalan39.csv,7500,6929,205,47,0.7518571015701376,0.0,A,39
E:\0.TA_Teguh\dataset3\A\Jalan40.csv,9134,8703,189,28,0.8262196497485781,0.0,A,40
E:\0.TA_Teguh\dataset3\A\Jalan41.csv,9418,9108,163,4,0.9501083777083842,0.0,A,41
E:\0.TA_Teguh\dataset3\A\Jalan42.csv,7015,6768,117,6,0.9257127968949951,0.0,A,42
E:\0.TA_Teguh\dataset3\A\Jalan43.csv,7256,6824,170,35,0.7735616459511139,0.0,A,43
E:\0.TA_Teguh\dataset3\A\Jalan44.csv,7058,6711,152,26,0.8068405333058223,0.0,A,44
