input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\G\Jalan1.csv,4709,4528,100,8,0.9002369411626607,0.0,G,1
E:\0.TA_Teguh\dataset3\G\Jalan2.csv,7398,6989,113,14,0.8532527788337062,0.0,G,2
E:\0.TA_Teguh\dataset3\G\Jalan3.csv,5237,4950,108,21,0.7851553081099719,0.0,G,3
E:\0.TA_Teguh\dataset3\G\Jalan4.csv,769,214,105,86,0.17826839826839827,0.0,G,4
E:\0.TA_Teguh\dataset3\G\Jalan5.csv,1819,1340,106,53,0.49070206204889183,0.0,G,5
E:\0.TA_Teguh\dataset3\G\Jalan6.csv,2868,2166,131,55,0.5668854266907896,0.0,G,6
E:\0.TA_Teguh\dataset3\G\Jalan7.csv,5771,4906,124,19,0.8228832977148868,0.0,G,7
E:\0.TA_Teguh\dataset3\G\Jalan8.csv,4287,3964,99,20,0.7776545508253292,0.0,G,8
E:\0.TA_Teguh\dataset3\G\Jalan9.csv,6052,5444,117,27,0.7471367291358142,0.0,G,9
E:\0.TA_Teguh\dataset3\G\Jalan10.csv,4292,3811,133,46,0.635302303801536,0.0,G,10
E:\0.TA_Teguh\dataset3\G\Jalan11.csv,4554,3803,123,53,0.5510450699126976,0.0,G,11
E:\0.TA_Teguh\dataset3\G\Jalan12.csv,4927,4544,135,41,0.6785201230532086,0.0,G,12
E:\0.TA_Teguh\dataset3\G\Jalan13.csv,6916,6139,131,26,0.7801948639486291,0.0,G,13
E:\0.TA_Teguh\dataset3\G\Jalan14.csv,4636,4088,135,40,0.6862916310674669,0.0,G,14
E:\0.TA_Teguh\dataset3\G\Jalan15.csv,8608,7626,295,89,0.6835230749104801,0.0,G,15
E:\0.TA_Teguh\dataset3\G\Jalan16.csv,10528,9993,245,24,0.8768561592120945,0.0,G,16
E:\0.TA_Teguh\dataset3\G\Jalan17.csv,10857,10315,221,12,0.9125666988850923,0.0,G,17
E:\0.TA_Teguh\dataset3\G\Jalan18.csv,12818,12393,193,8,0.9314495421998407,0.0,G,18
E:\0.TA_Teguh\dataset3\G\Jalan19.csv,7979,7324,253,47,0.7926184604221477,0.0,G,19
E:\0.TA_Teguh\dataset3\G\Jalan20.csv,7516,7062,207,24,0.8606145586568461,0.0,G,20
E:\0.TA_Teguh\dataset3\G\Jalan21.csv,9023,8642,176,4,0.9467874353929524,0.0,G,21
E:\0.TA_Teguh\dataset3\G\Jalan22.csv,10568,10221,156,1,0.9632416120760176,0.0,G,22
E:\0.TA_Teguh\dataset3\G\Jalan23.csv,15323,13941,449,88,0.7827312050105741,0.0,G,23
E:\0.TA_Teguh\dataset3\G\Jalan24.csv,19988,18742,421,66,0.8213044045518514,0.0,G,24
E:\0.TA_Teguh\dataset3\G\Jalan25.csv,3089,2745,80,17,0.7768537377157839,0.0,G,25
E:\0.TA_Teguh\dataset3\G\Jalan26.csv,5952,5413,94,18,0.7880050375279855,0.0,G,26
E:\0.TA_Teguh\dataset3\G\Jalan27.csv,4222,3844,84,17,0.7720813917231905,0.0,G,27
E:\0.TA_Teguh\dataset3\G\Jalan28.csv,595,288,84,64,0.236583850931677,0.0,G,28
E:\0.TA_Teguh\dataset3\G\Jalan29.csv,1715,924,105,61,0.4105092328825335,0.0,G,29
